pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
KELT-20 b,KELT-20,b,1,1,3.4741085,0.0542,1.741,3.382,0,A2 V,8720.00,1.565,1.76,-0.2900,4.29,0.6000,,Hot,Main Sequence,,300162.9744,3.50064E+30,0.05420,2,0.7,3,14.20186304,1.59171E+14,5.02304E+21,-8.96358E-17,-2.82869E-06,6.41948E+27,1088770500,8108204592,2.09326E-05,0,0,-7.54129E-18,-7.54129E-19,-7.54129E-20,-0.107151424,-0.010715142,-0.001071514,2.6399E-05,0.00026399,0.002639899,2.82869E-06,0.010715142
HATS-61 b,HATS-61,b,1,1,7.817953,0.07908,1.195,3.4,0.092,,5542.00,1.664,1.076,0.2470,4.028,8.9000,,Solar,Main Sequence,Solar MS,675471.1392,2.14016E+30,0.07900,1,8.72,3,13.19157833,1.55446E+13,4.90549E+20,-2.06546E-15,-6.51808E-05,6.45364E+27,1157644800,11830199615,9.30193E-06,0,0,-1.13256E-18,-1.13256E-19,-1.13256E-20,-0.036212765,-0.003621277,-0.000362128,0.00179994,0.0179994,0.179994003,6.51808E-05,0.003621277
HAT-P-14 b,HAT-P-14,b,2,1,4.62767,0.0596,1.42,3.44,0.11,F5 V,6600.00,1.82,2.65,0.1100,4.25,1.6000,,Hot,Main Sequence,,399830.688,5.27085E+30,0.07521,2,0.92,3,9.050750715,1123959636,3.54695E+16,-1.69088E-11,-0.533601041,6.52957E+27,1266174000,8916033094,1.57146E-05,0,0,-5.05974E-18,-5.05974E-19,-5.05974E-20,-0.095763486,-0.009576349,-0.000957635,5.57207205,55.7207205,557.207205,0.533601041,0.009576349
WASP-38 b,WASP-38,b,1,1,6.87188,0.07522,1.23,3.44,0.03,F8 V,6180.00,1.52,1.76,-0.0200,4.25,3.2900,,Hot,Main Sequence,,593730.432,3.50064E+30,0.08541,2,0.92,3,10.10914175,12857062493,4.05738E+17,-2.195E-12,-0.069268983,6.52957E+27,1057464000,11252751834,1.05826E-05,0,0,-6.5099E-19,-6.5099E-20,-6.5099E-21,-0.018296112,-0.001829611,-0.000182961,3.78599477,37.8599477,378.599477,0.069268983,0.001829611
Kepler-391 b,Kepler-391,b,1,2,7.4175,0.083,0.22303545,3.46098705,0.46,K2 III-IV,5038.00,2.879,1.27,0.0400,3.62,4.3650,,Hot,Subgiant,Hot Subgiant,640872,2.52603E+30,0.08061,1.2,4,3,13.36353126,2.30957E+13,7.28845E+20,-1.31895E-15,-4.16228E-05,6.5694E+27,2002920300,12416623268,9.80412E-06,0,0,-1.25317E-17,-1.25317E-18,-1.25317E-19,-0.380168256,-0.038016826,-0.003801683,0.000109485,0.001094852,0.010948521,4.16228E-05,0.038016826
CoRoT-18 b,CoRoT-18,b,1,1,1.9000693,0.0295,1.31,3.47,0.08,G9 V,5440.00,1,0.95,-0.1000,4.4,0.6000,5.4,Solar,Main Sequence,Solar MS,164165.9875,1.88955E+30,0.02952,1,1.03,3,10.48555445,30588237505,9.65291E+17,-2.55103E-13,-0.008050447,6.58651E+27,695700000,4413137186,3.82734E-05,466560,1.3467E-05,-3.7883E-17,-3.7883E-18,-3.7883E-19,-0.294390106,-0.029439011,-0.002943901,0.027346187,0.27346187,2.734618697,0.008050447,0.029439011
CoRoT-2 b,CoRoT-2,b,2,1,1.7429935,0.02798,1.466,3.47,0.0143,,5625.00,0.906,0.96,0.0400,4.53,2.7000,4.522,Solar,Main Sequence,Solar MS,150594.6384,1.90944E+30,0.02796,1,4.6,3,9.327909609,2127696158,6.7145E+16,-3.36424E-12,-0.106167395,6.58651E+27,630304200,4185748422,4.17225E-05,390700.8,1.60818E-05,-3.0816E-17,-3.0816E-18,-3.0816E-19,-0.219675396,-0.02196754,-0.002196754,0.48329215,4.832921497,48.32921497,0.106167395,0.02196754
HAT-P-69 b,HAT-P-69,b,1,1,4.7869491,0.06555,1.676,3.58,0,,7394.00,1.926,1.648,-0.0690,4.11,1.2700,,Hot,Main Sequence,,413592.4022,3.27787E+30,0.06566,1.5,2.03,3,13.34352347,2.20558E+13,6.96029E+20,-8.91326E-16,-2.81281E-05,6.79531E+27,1339918200,9806140424,1.51917E-05,0,0,-6.75053E-18,-6.75053E-19,-6.75053E-20,-0.132161661,-0.013216166,-0.001321617,0.000212831,0.00212831,0.021283098,2.81281E-05,0.013216166
TOI-2025 b,TOI-2025,b,1,1,8.8720982,0.0892,1.061,3.6,0.394,,5977.00,1.459,1.199,0.1500,4.187,4.5000,13.2,Hot,Main Sequence,,766549.2845,2.38481E+30,0.08911,1.2,4,3,13.86781538,7.37591E+13,2.32766E+21,-4.93983E-16,-1.55889E-05,6.83327E+27,1015026300,13344130066,8.19671E-06,1140480,5.50925E-06,-8.824E-20,-8.824E-21,-8.824E-22,-0.003201848,-0.000320185,-3.20185E-05,0.004868725,0.048687251,0.486872511,1.55889E-05,0.000320185
NGTS-33 b,NGTS-33,b,1,1,2.827972,0.048,1.64,3.63,0,,7437.00,1.47,1.6,-0.1100,4.26,0.0300,0.6654,Hot,Main Sequence,,244336.7808,3.1824E+30,0.04578,1.5,2.03,3,11.90397727,8.01636E+11,2.52977E+19,-1.44877E-14,-0.000457196,6.89021E+27,1022679000,7180697794,2.57153E-05,57490.56,0.000109291,4.77125E-17,4.77125E-18,4.77125E-19,0.551844405,0.05518444,0.005518444,-0.000828488,-0.00828488,-0.082848795,0.000457196,0.05518444
WASP-173 A b,WASP-173 A,b,2,1,1.38665318,0.0248,1.2,3.69,0,G3,5800.00,1.11,1.05,0.1600,4.37,6.7800,8.4,Solar,Main Sequence,Solar MS,119806.8348,2.08845E+30,0.02474,1,8.72,3,8.454098967,284510937.9,8.97848E+15,-2.00157E-11,-0.631646198,7.0041E+27,772227000,3710027193,5.24443E-05,725760,8.65739E-06,-2.58181E-16,-2.58181E-17,-2.58181E-18,-1.464203099,-0.14642031,-0.014642031,0.431392474,4.313924743,43.13924743,0.631646198,0.14642031
K2-33 b,K2-33,b,1,1,5.424865,0.0409,0.44963868,3.7,0,M3.3,3540.00,1.05,0.56,,4.06317,0.0093,6.29,Cool,Main Sequence,Cool MS,468708.336,1.11384E+30,0.04981,0.5,1.07,3,18.35783068,2.27945E+18,7.19341E+25,-9.77371E-21,-3.08435E-10,7.02308E+27,730485000,6118552912,1.34053E-05,543456,1.15615E-05,-1.26894E-18,-1.26894E-19,-1.26894E-20,-0.028153904,-0.00281539,-0.000281539,1.09553E-08,1.09553E-07,1.09553E-06,3.08435E-10,0.00281539
MASCARA-1 b,MASCARA-1,b,1,1,2.14877381,0.040352,1.597,3.7,0.00034,A8,7490.00,2.082,1.9,0.1500,4.105,0.8000,0.853,Hot,Main Sequence,,185654.0572,3.7791E+30,0.04037,2,0.92,3,6.997175621,9935177.285,3.1353E+14,-8.88211E-10,-28.02980539,7.02308E+27,1448447400,6036573278,3.38435E-05,73699.2,8.52545E-05,3.41955E-16,3.41955E-17,3.41955E-18,3.005165028,0.300516503,0.03005165,-9.327210029,-93.27210029,-932.7210029,28.02980539,0.300516503
TOI-5301 b,TOI-5301,b,1,1,5.858858,0.073,1.168,3.72,0.33,,6240.00,2.19,1.483,0.0300,3.926,2.4300,,Hot,Subgiant,Hot Subgiant,506205.3312,2.94969E+30,0.07254,1.5,2.5,3,10.08336264,12116094111,3.82355E+17,-1.98587E-12,-0.062669371,7.06104E+27,1523583000,10920644561,1.24123E-05,0,0,-7.06721E-18,-7.06721E-19,-7.06721E-20,-0.169343994,-0.016934399,-0.00169344,0.370071413,3.70071413,37.0071413,0.062669371,0.016934399
HD 40307 b,HD 40307,b,1,5,4.3123,0.0468,,3.741,0.2,K2.5 V,4956.00,0.716684,0.77,-0.3100,4.47,4.5000,,Cool,Main Sequence,Cool MS,372582.72,1.53153E+30,0.04753,0.8,4.87,3,12.36634573,2.32459E+12,7.33584E+19,-7.61841E-15,-0.000240419,7.1009E+27,498597058.8,7001180349,1.68639E-05,0,0,-6.4454E-19,-6.4454E-20,-6.4454E-21,-0.011367579,-0.001136758,-0.000113676,0.021149507,0.211495067,2.114950669,0.000240419,0.001136758
SWEEPS-4 b,SWEEPS-4,b,1,1,4.2,0.055,0.81,3.8,,,,1.18,1.24,,,,,Hot,,,362880,2.46636E+30,0.05474,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3919 b,TOI-3919,b,1,1,7.433234,0.0795,1.099,3.88,0.259,,6100.00,1.319,1.208,0.1750,4.279,3.1000,,Hot,Main Sequence,,642231.4176,2.40271E+30,0.07939,1.2,4,3,13.36949853,2.34152E+13,7.38929E+20,-1.30371E-15,-4.11419E-05,7.36474E+27,917628300,11893030721,9.78337E-06,0,0,-3.69001E-19,-3.69001E-20,-3.69001E-21,-0.011217985,-0.001121799,-0.00011218,0.003667494,0.03667494,0.366749401,4.11419E-05,0.001121799
HIP 14810 b,HIP 14810,b,1,3,6.673892,0.0696,1.16,3.9,0.14399,G5,5544.00,1.07,1.01,0.2400,4.32,5.8400,,Solar,Main Sequence,Solar MS,576624.2688,2.00889E+30,0.06961,1,4.6,3,13.17343826,1.49086E+13,4.70481E+20,-1.83841E-15,-5.80158E-05,7.40271E+27,744399000,10412011801,1.08965E-05,0,0,-3.37512E-19,-3.37512E-20,-3.37512E-21,-0.009212503,-0.00092125,-9.2125E-05,0.006297501,0.062975012,0.629750122,5.80158E-05,0.00092125
KELT-21 b,KELT-21,b,1,1,3.6127647,0.05224,1.586,3.91,0,A8 V,7598.00,1.638,1.458,-0.4050,4.173,1.6000,,Hot,Main Sequence,,312142.8701,2.89996E+30,0.05225,1.5,2.03,3,12.57382692,3.74824E+12,1.18285E+20,-3.95835E-15,-0.000124916,7.42169E+27,1139556600,7814992765,2.01292E-05,0,0,-1.52822E-17,-1.52822E-18,-1.52822E-19,-0.225805551,-0.022580555,-0.002258056,0.000553201,0.005532012,0.055320124,0.000124916,0.022580555
WTS-1 b,WTS-1,b,1,1,3.352057,0.047,1.49,4.01,0.1,F6 V,6250.00,1.15,1.2,-0.5000,4.4,2.5500,,Hot,Main Sequence,,289617.7248,2.3868E+30,0.04658,1.2,4,3,11.12676146,1.33894E+11,4.22538E+18,-1.02814E-13,-0.003244553,7.6115E+27,800055000,7031099923,2.16948E-05,0,0,-5.93888E-18,-5.93888E-19,-5.93888E-20,-0.081418814,-0.008141881,-0.000814188,0.039850168,0.398501684,3.985016845,0.003244553,0.008141881
KELT-19 A b,KELT-19 A,b,2,1,4.6117093,0.0637,1.91,4.07,,A8 V,7500.00,1.83,1.62,-0.1200,4.127,,,Hot,Main Sequence,,398451.6835,3.22218E+30,0.06369,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-32 b,Kepler-32,b,1,5,5.90124,0.05,0.196,4.1,0,M1 V,3900.00,0.53,0.58,0.0000,4.64,5.6000,,Cool,Main Sequence,Cool MS,509867.136,1.15362E+30,0.05330,0.5,4.97,3,16.25828067,1.81251E+16,5.71985E+23,-1.3371E-18,-4.21956E-08,7.78233E+27,368721000,7479893535,1.23232E-05,0,0,-1.08892E-19,-1.08892E-20,-1.08892E-21,-0.00262813,-0.000262813,-2.62813E-05,1.60554E-05,0.000160554,0.001605538,4.21956E-08,0.000262813
HAT-P-16 b,HAT-P-16,b,3,1,2.77596,0.0413,1.289,4.193,0.036,F8,6158.00,1.237,1.218,0.1700,4.34,2.0000,,Hot,Main Sequence,,239842.944,2.4226E+30,0.04128,1.2,1.05,3,17.72686048,5.33164E+17,1.68254E+25,-2.13823E-20,-6.74773E-10,7.95886E+27,860580900,6178392060,2.61971E-05,0,0,-2.03056E-17,-2.03056E-18,-2.03056E-19,-0.230535361,-0.023053536,-0.002305354,2.92698E-09,2.92698E-08,2.92698E-07,6.74773E-10,0.023053536
WASP-186 b,WASP-186,b,1,1,5.026799,0.06,1.11,4.22,0.33,F,6361.00,1.47,1.22,-0.0800,4.193,3.1000,4.8,Hot,Main Sequence,,434315.4336,2.42658E+30,0.06137,1.2,4,3,12.26788745,1.85305E+12,5.84779E+19,-1.11405E-14,-0.000351568,8.01011E+27,1022679000,8975872242,1.44669E-05,414720,1.51504E-05,1.94959E-19,1.94959E-20,1.94959E-21,0.004008157,0.000400816,4.00816E-05,-0.087713086,-0.877130863,-8.771308631,0.000351568,0.000400816
CoRoT-20 b,CoRoT-20,b,1,2,9.24285,0.09,0.84,4.3,0.59,G2 V,5880.00,1.02,1.14,0.1400,4.35,0.1000,,Hot,Main Sequence,,798582.24,2.26746E+30,0.09005,1.2,1.05,3,25.10210219,1.26503E+25,3.99214E+32,-3.00058E-27,-9.4691E-17,8.16196E+27,709614000,13463808363,7.86793E-06,0,0,-5.18321E-20,-5.18321E-21,-5.18321E-22,-0.001959357,-0.000195936,-1.95936E-05,4.83276E-14,4.83276E-13,4.83276E-12,9.4691E-17,0.000195936
Qatar-3 b,Qatar-3,b,1,1,2.5079204,0.03783,1.096,4.31,0,G0 V,6007.00,1.272,1.145,-0.0410,4.286,0.3100,6.31,Hot,Main Sequence,,216684.3226,2.27741E+30,0.03780,1.2,1.05,3,17.10425579,1.27132E+17,4.01199E+24,-8.10138E-20,-2.5566E-09,8.18094E+27,884930400,5659287449,2.8997E-05,545184,1.15249E-05,-2.64032E-17,-2.64032E-18,-2.64032E-19,-0.270819052,-0.027081905,-0.002708191,9.44026E-09,9.44026E-08,9.44026E-07,2.5566E-09,0.027081905
Qatar-5 b,Qatar-5,b,1,1,2.8792319,0.04127,1.107,4.32,0,G2 V,5747.00,1.076,1.128,0.3770,4.427,0.5300,12.1,Hot,Main Sequence,,248765.6362,2.24359E+30,0.04123,1.2,1.05,3,17.95082363,8.92943E+17,2.81791E+25,-1.3242E-20,-4.17886E-10,8.19992E+27,748573200,6173904124,2.52574E-05,1045440,6.01009E-06,-8.2951E-18,-8.2951E-19,-8.2951E-20,-0.097680331,-0.009768033,-0.000976803,4.2781E-09,4.2781E-08,4.2781E-07,4.17886E-10,0.009768033
XO-6 b,XO-6,b,1,1,3.7650007,0.0815,2.07,4.4,0,F5,6720.00,1.93,1.47,-0.0700,4.04,1.8800,,Hot,Main Sequence,,325296.0605,2.92383E+30,0.05386,1.5,2.03,3,12.68671519,4.86088E+12,1.53398E+20,-3.18091E-15,-0.000100382,8.35177E+27,1342701000,12192226462,1.93153E-05,0,0,-4.02181E-18,-4.02181E-19,-4.02181E-20,-0.061929215,-0.006192922,-0.000619292,0.001620911,0.016209115,0.162091146,0.000100382,0.006192922
OGLE2-TR-L9 b,OGLE2-TR-L9,b,1,1,2.4855335,0.0308,1.61,4.5,,,6933.00,1.53,1.52,-0.0500,4.25,1.0000,,Hot,Main Sequence,,214750.0944,3.02328E+30,0.04129,1.5,2.03,3,11.55095797,3.55597E+11,1.12218E+19,-2.87053E-14,-0.000905872,8.54159E+27,1064421000,4607614418,2.92581E-05,0,0,-2.4474E-16,-2.4474E-17,-2.4474E-18,-2.487907518,-0.248790752,-0.024879075,0.00036411,0.003641098,0.036410985,0.000905872,0.248790752
KELT-24 b,KELT-24,b,2,1,5.55149296,0.0665,1.134,4.59,0.0319,F7,6426.00,1.338,1.268,0.1380,4.287,1.9800,,Hot,Main Sequence,,479648.9917,2.52205E+30,0.06642,1.2,1.05,3,21.97638885,9.47085E+21,2.98877E+29,-2.40725E-24,-7.59672E-14,8.71242E+27,930846600,9948258402,1.30995E-05,0,0,-1.46052E-18,-1.46052E-19,-1.46052E-20,-0.033160992,-0.003316099,-0.00033161,2.29086E-12,2.29086E-11,2.29086E-10,7.59672E-14,0.003316099
HD 176986 b,HD 176986,b,1,2,6.4898,0.06296,,4.681,0.066,K2.5 V,4931.00,0.782,0.789,0.0300,4.44,4.3000,35.9,Cool,Main Sequence,Cool MS,560718.72,1.56932E+30,0.06292,0.8,4.87,3,13.61503581,4.12132E+13,1.30059E+21,-6.46691E-16,-2.0408E-05,8.88515E+27,544037400,9418681939,1.12056E-05,3101760,2.02568E-06,-1.50382E-19,-1.50382E-20,-1.50382E-21,-0.003991509,-0.000399151,-3.99151E-05,0.005112854,0.051128545,0.511285449,2.0408E-05,0.000399151
BD-06 1339 b,BD-06 1339,b,1,2,3.8728,0.0428,,4.792,0,K7/M0 V,4324.00,0.686355,0.7,-0.1400,4.74,4.4000,,Cool,Main Sequence,Cool MS,334609.92,1.3923E+30,0.04286,0.8,4.87,3,12.03797175,1.09137E+12,3.4441E+19,-1.45732E-14,-0.000459895,9.09584E+27,477497173.5,6402788866,1.87776E-05,0,0,-1.27342E-18,-1.27342E-19,-1.27342E-20,-0.020169989,-0.002016999,-0.0002017,0.022800935,0.228009347,2.280093471,0.000459895,0.002016999
NGTS-13 b,NGTS-13,b,1,1,4.119027,0.0549,1.142,4.84,0.086,,5819.00,1.788,1.3,0.2500,4.04,4.2300,,Hot,Main Sequence,,355883.9328,2.5857E+30,0.05489,1.2,4,3,11.70700685,5.09339E+11,1.60735E+19,-3.32115E-14,-0.001048076,9.18695E+27,1243911600,8212923101,1.76552E-05,0,0,-2.24976E-17,-2.24976E-18,-2.24976E-19,-0.379000335,-0.037900034,-0.003790003,0.00276537,0.027653697,0.27653697,0.001048076,0.037900034
WASP-120 b,WASP-120,b,1,1,3.6112706,0.0514,1.473,4.85,0.057,F5,6450.00,1.87,1.393,-0.0500,4.035,2.6000,,Hot,Main Sequence,,312013.7798,2.77068E+30,0.05145,1.5,2.5,3,8.764763845,581786775.6,1.83598E+16,-2.54916E-11,-0.80445395,9.20593E+27,1300959000,7689330554,2.01375E-05,0,0,-4.17422E-17,-4.17422E-18,-4.17422E-19,-0.616516629,-0.061651663,-0.006165166,1.304837392,13.04837392,130.4837392,0.80445395,0.061651663
HAT-P-21 b,HAT-P-21,b,1,1,4.12448,0.0494,1.11,4.87,0.23,G3,5588.00,1.21,1.24,0.0100,4.33,10.2000,15.9,Hot,Main Sequence,,356355.072,2.46636E+30,0.05408,1.2,6,3,8.898121037,790899019.8,2.49589E+16,-2.14165E-11,-0.675854432,9.24389E+27,841797000,7390134813,1.76318E-05,1373760,4.57371E-06,-4.22344E-18,-4.22344E-19,-4.22344E-20,-0.07124331,-0.007124331,-0.000712433,9.486566997,94.86566997,948.6566997,0.675854432,0.007124331
HD 215497 b,HD 215497,b,1,2,3.93404,0.05,,4.999,0.16,K3 V,5110.00,0.85,0.67,0.2000,4.4,5.8000,,Cool,Main Sequence,Cool MS,339901.056,1.33263E+30,0.04268,0.8,4.87,3,12.08589925,1.21871E+12,3.84595E+19,-1.32569E-14,-0.000418355,9.48875E+27,591345000,7479893535,1.84853E-05,0,0,-1.82922E-18,-1.82922E-19,-1.82922E-20,-0.029431654,-0.002943165,-0.000294317,0.014214443,0.14214443,1.421444305,0.000418355,0.002943165
TOI-2109 b,TOI-2109,b,1,1,0.67247414,0.01791,1.347,5.02,,F,6540.00,1.698,1.453,0.0680,4.139,1.7700,,Hot,Main Sequence,,58101.7657,2.89002E+30,0.01702,1.5,2.03,3,7.975489759,94512610.54,2.98259E+15,-2.92204E-11,-0.922127196,9.52861E+27,1181298600,2679297864,0.000108141,0,0,-2.67317E-14,-2.67317E-15,-2.67317E-16,-73.52081931,-7.352081931,-0.735208193,0.012542396,0.125423955,1.254239554,0.922127196,7.352081931
WASP-162 b,WASP-162,b,1,1,9.62468,0.0871,1,5.2,0.434,K0,5300.00,1.11,0.95,0.2800,4.33,12.9700,,Solar,Main Sequence,Solar MS,831572.352,1.88955E+30,0.08706,1,11,3,13.92234466,8.36266E+13,2.63906E+21,-4.72653E-16,-1.49158E-05,9.87028E+27,772227000,13029974538,7.55579E-06,0,0,-1.29858E-19,-1.29858E-20,-1.29858E-21,-0.005111703,-0.00051117,-5.1117E-05,0.002917971,0.029179715,0.29179715,1.49158E-05,0.00051117
TOI-4773 b,TOI-4773,b,1,1,1.7452851,0.03216,1.358,5.31,0.024,,6740.00,1.55,1.452,0.1100,4.22,1.0700,,Hot,Main Sequence,,150792.6326,2.88803E+30,0.03213,1.5,2.03,3,10.58392935,38364482746,1.21069E+18,-1.86826E-13,-0.00589579,1.00791E+28,1078335000,4811067522,4.16677E-05,0,0,-3.70163E-16,-3.70163E-17,-3.70163E-18,-2.64221364,-0.264221364,-0.026422136,0.002231383,0.022313829,0.223138292,0.00589579,0.264221364
HATS-66 b,HATS-66,b,1,1,3.1414391,0.04714,1.411,5.33,0.064,,6626.00,1.841,1.411,-0.0170,4.057,2.1700,,Hot,Main Sequence,,271420.3382,2.80648E+30,0.04709,1.5,2.03,3,12.19148849,1.55413E+12,4.90447E+19,-8.30121E-15,-0.000261966,1.0117E+28,1280783700,7052043625,2.31493E-05,0,0,-7.42071E-17,-7.42071E-18,-7.42071E-19,-0.953417199,-0.09534172,-0.009534172,0.000274765,0.002747655,0.027476549,0.000261966,0.09534172
HD 181433 b,HD 181433,b,1,3,9.3743,0.08,,5.376,0.4,K3 IV,4918.00,0.79,0.63,0.3800,4.45,6.7000,54,Cool,Main Sequence,Cool MS,809939.52,1.25307E+30,0.07459,0.5,4.97,3,18.17670521,1.50212E+18,4.74034E+25,-2.56292E-20,-8.08795E-10,1.02043E+28,549603000,11967829656,7.7576E-06,4665600,1.3467E-06,-4.79854E-20,-4.79854E-21,-4.79854E-22,-0.001839743,-0.000183974,-1.83974E-05,4.39624E-07,4.39624E-06,4.39624E-05,8.08795E-10,0.000183974
TOI-172 b,TOI-172,b,1,1,9.47725,0.0914,0.965,5.42,0.3806,,5645.00,1.777,1.128,0.1480,3.993,7.4000,,Hot,Subgiant,Hot Subgiant,818834.4,2.24359E+30,0.09124,1.2,6,3,11.06683484,1.16637E+11,3.68077E+18,-3.33694E-13,-0.010530585,1.02879E+28,1236258900,13673245382,7.67333E-06,0,0,-9.5668E-19,-9.5668E-20,-9.5668E-21,-0.037081567,-0.003708157,-0.000370816,0.283984355,2.839843547,28.39843547,0.010530585,0.003708157
Kepler-245 e,Kepler-245,e,1,4,3.219821056,0.04053,0.15612454,5.68344415,0,,5174.00,0.8,0.86,0.0500,4.57,3.6300,,Cool,Main Sequence,Cool MS,278192.5392,1.71054E+30,0.04058,0.8,4.87,3,11.47389279,2.97778E+11,9.39716E+18,-4.44058E-14,-0.001401341,1.07879E+28,556560000,6063201699,2.25857E-05,0,0,-4.17735E-18,-4.17735E-19,-4.17735E-20,-0.055010019,-0.005501002,-0.0005501,0.025474293,0.254742934,2.547429341,0.001401341,0.005501002
TOI-2379 b,TOI-2379,b,1,1,5.4693827,0.05263,1.046,5.76,0.342,,3707.00,0.622,0.645,0.5010,4.653,10.4000,,Cool,Main Sequence,Cool MS,472554.6653,1.28291E+30,0.05249,0.5,8.97,3,14.21297361,1.63295E+14,5.15321E+21,-1.37552E-16,-4.3408E-06,1.09332E+28,432725400,7873335935,1.32962E-05,0,0,-2.55719E-19,-2.55719E-20,-2.55719E-21,-0.005720178,-0.000572018,-5.72018E-05,0.000758857,0.007588573,0.075885732,4.3408E-06,0.000572018
HD 40307 c,HD 40307,c,1,5,9.6184,0.0799,,5.879,0.06,K2.5 V,4956.00,0.716684,0.77,-0.3100,4.47,4.5000,,Cool,Main Sequence,Cool MS,831029.76,1.53153E+30,0.08113,0.8,4.87,3,14.81694406,6.56061E+14,2.07037E+22,-6.02088E-17,-1.90004E-06,1.11591E+28,498597058.8,11952869869,7.56072E-06,0,0,-3.13089E-20,-3.13089E-21,-3.13089E-22,-0.001231627,-0.000123163,-1.23163E-05,0.001542711,0.015427113,0.154271127,1.90004E-06,0.000123163
Kepler-1658 b,Kepler-1658,b,1,1,3.849372784,0.0544,1.07,5.88,0.0628,,6216.00,2.891,1.447,-0.1800,3.673,2.0100,,Hot,Subgiant,Hot Subgiant,332585.8085,2.87808E+30,0.05437,1.5,2.03,3,12.74732976,5.58894E+12,1.76374E+20,-2.82853E-15,-8.92617E-05,1.1161E+28,2011268700,8138124166,1.88919E-05,0,0,-3.03961E-16,-3.03961E-17,-3.03961E-18,-4.785380657,-0.478538066,-0.047853807,1.8653E-05,0.00018653,0.0018653,8.92617E-05,0.478538066
WASP-89 b,WASP-89,b,1,1,3.3564227,0.0427,1.04,5.9,0.193,K3,5130.00,0.88,0.92,0.1500,4.515,1.3000,20.2,Solar,Main Sequence,Solar MS,289994.9213,1.82988E+30,0.04267,1,1.03,3,12.7062043,5.08399E+12,1.60438E+20,-2.71127E-15,-8.55613E-05,1.1199E+28,612216000,6387829079,2.16665E-05,1745280,3.6001E-06,-4.02344E-18,-4.02344E-19,-4.02344E-20,-0.055230995,-0.0055231,-0.00055231,0.001549154,0.015491536,0.154915362,8.55613E-05,0.0055231
tau Boo b,tau Boo,b,2,1,3.3124568,0.049,1.14,5.95,0.011,F7 V,6466.27,1.42588,1.32,0.2642,4.25047,2.0000,4,Hot,Main Sequence,,286196.2675,2.62548E+30,0.04771,1.2,1.05,3,18.81024863,6.46024E+18,2.0387E+26,-2.10573E-21,-6.64518E-11,1.12939E+28,991984716,7330295664,2.19541E-05,345600,1.81805E-05,-3.31528E-18,-3.31528E-19,-3.31528E-20,-0.044913744,-0.004491374,-0.000449137,1.47954E-09,1.47954E-08,1.47954E-07,6.64518E-11,0.004491374
TOI-559 b,TOI-559,b,1,1,6.9839095,0.0723,1.091,6.01,0.151,G V,5925.00,1.233,1.026,-0.0690,4.268,6.8000,,Solar,Main Sequence,Solar MS,603409.7808,2.04071E+30,0.07212,1,8.72,3,12.88256167,7.63065E+12,2.40805E+20,-3.7587E-15,-0.000118616,1.14078E+28,857798100,10815926052,1.04128E-05,0,0,-8.21874E-19,-8.21874E-20,-8.21874E-21,-0.023475386,-0.002347539,-0.000234754,0.005052766,0.050527661,0.505276609,0.000118616,0.002347539
Qatar-4 b,Qatar-4,b,1,1,1.8053564,0.02803,1.135,6.1,0,K1 V,5215.00,0.849,0.896,0.1030,4.533,0.1700,6.05,Cool,Main Sequence,Cool MS,155982.793,1.78214E+30,0.02798,0.8,1.07,3,10.91243664,81740376779,2.57953E+18,-9.07042E-14,-0.002862407,1.15786E+28,590649300,4193228316,4.02813E-05,522720,1.20202E-05,-4.58163E-17,-4.58163E-18,-4.58163E-19,-0.338292507,-0.033829251,-0.003382925,0.008461336,0.084613359,0.846133592,0.002862407,0.033829251
TOI-628 b,TOI-628,b,1,1,3.4095675,0.0486,1.06,6.33,0.072,,6250.00,1.345,1.311,0.2580,4.3,1.2800,,Hot,Main Sequence,,294586.632,2.60758E+30,0.04852,1.2,1.05,3,18.98741884,9.71446E+18,3.06565E+26,-1.44139E-21,-4.54868E-11,1.20152E+28,935716500,7270456516,2.13288E-05,0,0,-1.56165E-17,-1.56165E-18,-1.56165E-19,-0.217767381,-0.021776738,-0.002177674,2.08878E-10,2.08878E-09,2.08878E-08,4.54868E-11,0.021776738
